vendor,product,iot,kev,1d,1d_uniq_ip,7d,30d,90d,history,cve,total,last_seen
Apache,libapache-mod-jk,True,True,1,1.0,4,12,76,{},CVE-2018-11759,48014,2026-02-08 13:05:44.237615
Microsoft,Windows Server Update Service,True,True,1,1.0,43,39,73,{},CVE-2025-59287,4509,2026-02-08 13:05:44.211534
Progress,WS_FTP Server,True,True,1,1.0,1,1,1,"{'07/12/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2023-40044,20,2025-12-07 12:50:26.605995
Wordpress,Wordpress Time Clock plugin and Time Clock Pro plugin,True,True,1,1.0,1,1,1,"{'09/09/2025': {'connections': 1, 'uniq_ips': 1}, '10/09/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2024-9593,1,2025-09-09 12:53:41.609131
NSFOCUS,NSFOCUS SecGate3600 Firewall,True,True,1,1.0,1,1,1,"{'25/10/2025': {'connections': 1, 'uniq_ips': 1}, '06/12/2025': {'connections': 1, 'uniq_ips': 1}, '07/12/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2023-7308,1,2025-10-25 12:47:59.001063
HuangDou,HuangDou UTCMS,True,True,1,1.0,1,1,1,"{'19/02/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2024-9916,1,2025-02-19 12:41:53.439110
Palo Alto Networks,Palo Alto Networks Expedition,True,True,1,1.0,1,1,1,"{'04/04/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2024-5910,13,2025-04-04 12:48:48.532340
QNAP,QTS and QuTS Hero,True,False,1,,1,1,1,,CVE-2023-39296,1,2024-03-25 12:01:19.197225
Ivanti,"Endpoint Manager Mobile (EPMM), formerly MobileIron Core",True,True,1,1.0,715,542,415,{},CVE-2023-35081,97591,2026-02-08 13:05:44.136943
ABUS,ABUS TVIP 20000-21150,True,True,1,1.0,1,1,1,"{'06/02/2026': {'connections': 1, 'uniq_ips': 1}}",CVE-2023-26609,3,2025-02-15 12:39:22.937327
D-Link/TRENDnet,D-Link/TRENDnet multiple devices,True,True,1,1.0,1,1,1,"{'24/09/2024': {'connections': 1, 'uniq_ips': 1}, '27/11/2024': {'connections': 1, 'uniq_ips': 1}, '28/11/2024': {'connections': 1, 'uniq_ips': 1}, '23/06/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2015-1187,1,2024-09-24 12:45:04.005089
D-Link,D-Link DSL-2730U/2750U/2750E,True,True,1,1.0,1,7,7,{},CVE-2025-34048,1,2026-02-07 13:05:04.366461
JSONPath-Plus,JSONPath-plus,True,True,1,1.0,22,27,24,{},CVE-2025-1302,401,2026-02-08 13:05:44.111368
Oracle,GlassFish,True,True,1,1.0,1,2,4,{},CVE-2017-1000028,2168,2026-02-07 13:05:04.263699
Apache,Solr,True,True,1,1.0,1,8,4,"{'15/01/2026': {'connections': 1, 'uniq_ips': 1}}",CVE-2019-0193,148,2026-01-15 13:01:04.203176
Shanghai Fanwei Network Technology,Panwei e-cology,True,True,1,1.0,48,35,35,{},CVE-2025-34038,71,2026-02-07 13:05:04.361327
Western Digital,MyCloud PR4100,True,True,1,1.0,1,1,1,"{'08/01/2026': {'connections': 1, 'uniq_ips': 1}}",CVE-2017-17560,406,2026-01-08 13:01:16.033612
WeiPHP,WeiPHP,True,True,1,1.0,123,107,107,{},CVE-2025-34045,76,2026-02-07 13:05:04.265668
FreePBX,FreePBX,True,True,1,1.0,10,20,64,{},CVE-2025-57819,2803,2026-02-08 13:05:44.153400
RedHat,JBoss,True,True,1,1.0,4,8,5,"{'07/01/2026': {'connections': 1, 'uniq_ips': 1}}",CVE-2017-12149,50,2026-01-07 13:00:46.884807
Boa,Boa,True,True,1,1.0,1,24,13,{},CVE-2017-9833,5158,2026-02-07 13:05:04.225729
Symantec,Symantec Web Gateway 5.0.2.8,True,True,1,1.0,1,1,1,"{'01/09/2025': {'connections': 1, 'uniq_ips': 1}, '04/09/2025': {'connections': 1, 'uniq_ips': 1}, '05/09/2025': {'connections': 1, 'uniq_ips': 1}, '09/09/2025': {'connections': 1, 'uniq_ips': 1}, '10/09/2025': {'connections': 1, 'uniq_ips': 1}, '11/09/2025': {'connections': 1, 'uniq_ips': 1}, '07/11/2025': {'connections': 1, 'uniq_ips': 1}, '08/11/2025': {'connections': 1, 'uniq_ips': 1}, '17/11/2025': {'connections': 1, 'uniq_ips': 1}, '23/12/2025': {'connections': 1, 'uniq_ips': 1}, '24/12/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2012-0297,10,2025-09-01 12:53:18.090574
IBM,BigFix,True,True,1,1.0,1,1,1,"{'07/12/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2019-4061,18187,2025-12-07 12:50:26.666458
Master,Master IP CAM 01,True,True,1,1.0,1,1,1,"{'01/01/2026': {'connections': 1, 'uniq_ips': 1}, '26/01/2026': {'connections': 1, 'uniq_ips': 1}}",CVE-2019-8387,68,2026-01-01 12:57:06.181969
Linear,eMerge E3-Series,True,True,1,1.0,1,20,14,{},CVE-2019-7254,6327,2026-02-07 13:05:04.219781
Atlassian,JIRA,True,True,1,1.0,2,2,4,{},CVE-2019-8442,2749,2026-02-07 13:05:04.302473
Supervisor,XML-RPC Server,True,True,1,1.0,1,2,4,{},CVE-2017-11610,4237,2026-02-07 13:05:04.207086
Netis,Netis DL4323,True,True,1,1.0,6,29,21,{},CVE-2019-20074,1750,2026-02-07 13:05:04.355133
Ruijie Networks,Ruijie RG-EW Series Routers,True,True,1,1.0,1,4,3,"{'07/12/2025': {'connections': 1, 'uniq_ips': 1}, '18/12/2025': {'connections': 1, 'uniq_ips': 1}, '19/12/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2021-43163,1093,2025-12-07 12:50:26.622781
D-Link,D-Link DIR-825 G1,True,True,1,1.0,1,2,3,{},CVE-2021-46442,804,2026-02-07 13:05:04.314722
D-Link,D-Link DSL-2750U,True,True,1,1.0,1,30,22,{},CVE-2021-3708,7568,2026-02-07 13:05:04.295930
Dogtag,Dogtag - Certificate System,True,True,1,1.0,1,12,18,{},CVE-2022-2414,10527,2026-02-07 13:05:04.212978
TopThink,ThinkPHP3,True,True,1,1.0,1,1,1,"{'15/07/2024': {'connections': 1, 'uniq_ips': 1}, '16/07/2024': {'connections': 1, 'uniq_ips': 1}, '02/11/2024': {'connections': 1, 'uniq_ips': 1}, '03/11/2024': {'connections': 1, 'uniq_ips': 1}, '22/05/2025': {'connections': 1, 'uniq_ips': 1}, '23/05/2025': {'connections': 1, 'uniq_ips': 1}, '24/07/2025': {'connections': 1, 'uniq_ips': 1}, '25/07/2025': {'connections': 1, 'uniq_ips': 1}, '11/08/2025': {'connections': 1, 'uniq_ips': 1}, '12/08/2025': {'connections': 1, 'uniq_ips': 1}, '27/08/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2021-44892,1,2024-07-16 06:01:18.743265
Citrix,"Citrix ADC, Citrix Gateway, Citrix SDWAN WAN-OP",True,True,1,1.0,2,150,119,{},CVE-2020-8193,467759,2026-02-07 13:05:04.290830
BigAnt Software,BigAnt Server,True,True,1,1.0,1,16,12,{},CVE-2022-23347,5514,2026-02-07 13:05:04.352433
Wordpress,Wordpress FormCraft plugin,True,True,1,1.0,1,3,4,{},CVE-2022-0591,967,2026-02-07 13:05:04.288942
Totolink,Totolink N600R,True,True,1,1.0,1,1,1,"{'20/04/2025': {'connections': 1, 'uniq_ips': 1}, '28/06/2025': {'connections': 1, 'uniq_ips': 1}, '29/06/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2022-28912,1,2025-04-20 12:43:37.112621
ECOA,ECOA Building Automation System,True,True,1,1.0,15,12,17,{},CVE-2021-41293,10877,2026-01-27 13:06:28.016244
VMWare,vCenter Server,True,True,1,1.0,2,2,4,{},CVE-2021-21972,2657,2026-02-07 13:05:04.190668
Zoho,ManageEngine OpManager,True,True,1,1.0,1,1,1,"{'13/09/2024': {'connections': 1, 'uniq_ips': 1}, '14/09/2024': {'connections': 1, 'uniq_ips': 1}}",CVE-2021-3287,1,2024-09-13 12:40:59.449443
F5,BIG-IP,True,True,1,1.0,1,1,1,"{'05/03/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2022-41800,1,2025-03-05 12:46:38.280641
Wordpress,Wordpress Booking Calendar plugin,True,True,1,1.0,1,1,1,"{'08/01/2026': {'connections': 1, 'uniq_ips': 1}}",CVE-2022-3982,142,2026-01-08 13:01:16.139438
Technicolor,Technicolor TC7200,True,True,1,1.0,1,1,1,"{'11/11/2025': {'connections': 1, 'uniq_ips': 1}}",CVE-2014-1677,213,2025-11-11 12:54:39.728649
Sonatype,Nexus Repository Manager,True,True,1,1.0,1,1,3,{},CVE-2020-10199,2441,2026-02-07 13:05:04.180994
Atlassian,Bitbucket,True,True,1,1.0,1,3,4,{},CVE-2022-36804,811,2026-02-07 13:05:04.266066
AfterLogic,AfterLogic Aurora/WebMail Pro,True,True,1,1.0,2,14,16,{},CVE-2021-26294,25328,2026-02-07 13:05:04.237889
Atlassian,JIRA,True,True,1,1.0,1,2,21,{},CVE-2022-39960,7486,2026-02-07 13:05:04.317356
GLPI,GLPI,True,True,1,1.0,1,3,8,{},CVE-2021-39211,6556,2026-02-07 13:05:04.318757
GL.iNet,GL.iNet devices,True,True,0,0.0,5,21,15,{},CVE-2023-31478,4138,2026-02-07 13:05:04.236429
Ruijie,Ruijie RG-EW1200G,True,True,0,0.0,19,10,20,{},CVE-2023-4169,8559,2026-01-24 02:10:29.258328
Ivanti,"Ivanti Connect Secure, Policy Secure and ZTA",True,True,0,0.0,6,16,24,{},CVE-2024-22024,27181,2026-02-02 13:16:42.814002
perfSONAR,perfSONAR,True,True,0,0.0,47,32,13,{},CVE-2022-41412,1189,2026-02-02 13:16:42.787218
Hot-World GmbH,Repetier Server,True,True,0,0.0,0,24,12,{},CVE-2023-31059,2596,2026-02-06 13:16:16.399431
Fortinet,FortiWeb,True,True,0,0.0,3,2,10,{},CVE-2021-22122,9026,2026-02-06 13:16:16.386365
Fortra,GoAnywhere MFT,True,True,0,0.0,22,13,912,{},CVE-2023-0669,6325243,2026-01-20 13:06:03.800789
Cellinx,Cellinx NVT Camera,True,True,0,0.0,0,0,84,{},CVE-2023-23063,401,2025-09-07 12:44:00.550528
DigiEver,DigiEver DS-2105 Pro,True,True,0,0.0,160,249,445,{},CVE-2023-52163,30347,2026-01-12 13:02:45.708783
Easy!Appointments,Easy!Appointments,True,True,0,0.0,1,2,1,{},CVE-2022-0482,266,2026-02-02 13:16:42.845127
Juniper,Junos OS (J-Web),True,True,0,0.0,12,12,1254,{},CVE-2023-36845,13243,2026-02-02 13:16:42.897333
Fujitsu,"Fujitsu Real-time Video Transmission Gear \""IP series\""",True,True,0,0.0,17,9,22,{},CVE-2023-38433,1313,2026-01-20 13:06:03.844959
RudderStack,Rudder Server,True,True,0,0.0,4,5,17,{},CVE-2023-30625,8206,2025-12-21 12:52:59.984809
Intelbras,Intelbras Switch SG 2404 MR,True,True,0,0.0,5,35,25,{},CVE-2023-36144,1650,2026-02-07 13:05:04.321916
Citrix,Citrix ADC and Citrix Gateway,True,True,0,0.0,14,8,4,{},CVE-2023-3519,317,2026-01-24 02:10:29.272032
Razer,Razer Sila,True,True,0,0.0,12,15,20,{},CVE-2022-29014,10391,2026-02-02 13:16:42.836273
Arris,"Arris NVG443, NVG599, NVG589, NVG510 devices and Arris-derived BGW210, BGW320 devices",True,True,0,0.0,4,3,5,{},CVE-2022-31793,2737,2025-12-15 13:01:17.465730
"Open Source Matters, Inc/Joomla community",Joomla,True,True,0,0.0,5,39,39,{},CVE-2023-23752,142298,2026-02-08 13:05:44.225746
Totolink,Totolink N600R,True,True,0,0.0,222,222,222,{},CVE-2022-26186,238,2026-01-27 13:06:27.957320
Wordpress,Wordpress BackupBuddy plugin,True,True,0,0.0,4,3,6,{},CVE-2022-31474,217,2025-12-15 13:01:17.366474
Netis,Netis MW5360,True,True,0,0.0,0,0,1297,{},CVE-2024-22729,7617,2024-09-26 12:45:15.493387
Citrix,Citrix ADC and Citrix Gateway,True,True,0,0.0,6068,2983,3544,{},CVE-2023-24488,1136210,2026-02-07 13:05:04.342374
Wordpress,Wordpress EventON plugin,True,True,0,0.0,0,4,19,{},CVE-2023-2796,5259,2026-01-19 13:05:33.357836
CrushFTP,CrushFTP,True,True,0,0.0,78,52,100,{},CVE-2024-4040,16739,2026-01-24 02:10:29.205993
Chamilo,Chamilo,True,True,0,0.0,1,3,17,{},CVE-2023-4220,3916,2026-01-19 13:05:33.398149
Request Baskets,Request Baskets,True,True,0,0.0,1,3,17,{},CVE-2023-27163,500,2026-01-19 13:05:33.330441
IBM,IBM Operational Decision Manager,True,True,0,0.0,208,208,83,{},CVE-2024-22320,6772,2026-02-02 13:16:42.871776
Sangfor,Sangfor Behavior Management System (DC Management System),True,True,0,0.0,4,4,4,{},CVE-2023-7307,1,2026-01-24 02:10:29.297925
Totolink,Totolink N200RE,True,True,0,0.0,0,0,200,{},CVE-2024-0297,585,2025-10-12 12:45:43.455852
Nexxt,Amp300 ARN02304U8,True,True,0,0.0,0,0,209,{},CVE-2022-44149,3466,2025-11-18 12:55:38.715191
Lexmark,Lexmark,True,True,0,0.0,14,8,17,{},CVE-2023-26067,8911,2026-01-20 13:06:03.907769
Totolink,Totolink LR1200GB,True,True,0,0.0,0,0,102,{},CVE-2024-0292,297,2025-10-12 12:45:43.469889
Razer,Razer Sila,True,True,0,0.0,183,183,82,{},CVE-2022-29013,285,2026-01-27 13:06:27.968365
Apache,OFBiz,True,True,0,0.0,1,1,1,{},CVE-2024-32113,2981,2025-04-15 12:50:19.614429
College Management System,College Management System v1.0,True,True,0,0.0,19,16,18,{},CVE-2022-28079,9659,2026-02-02 13:16:42.894464
QNAP,QNAP QTS and QuTS Hero,True,True,0,0.0,1,11,21,{},CVE-2023-47218,29741,2026-01-20 13:06:03.840276
Citrix,Citrix NetScaler ADC and NetScaler Gateway,True,True,0,0.0,0,0,353,{},CVE-2023-6549,3861,2025-10-01 12:55:46.317996
SimpleHelp,SimpleHelp,True,True,0,0.0,0,0,9,{},CVE-2024-57727,39,2025-05-06 12:52:58.628769
pyLoad,pyLoad,True,True,0,0.0,0,1,39,{},CVE-2023-0297,876,2025-11-18 12:55:38.631576
Appwrite,Appwrite,True,True,0,0.0,204,103,32,{},CVE-2023-27159,15070,2026-02-02 13:16:42.769917
DataEase,DataEase,True,True,0,0.0,0,5,20,{},CVE-2024-30269,599,2026-01-19 13:05:33.236318
Wordpress,Wordpress PhonePe Payment Solutions plugin,True,True,0,0.0,28,38,63,{},CVE-2022-45835,32011,2026-02-02 13:16:42.921126
NAKIVO,NAKIVO Backup & Replication,True,True,0,0.0,21,23,29,{},CVE-2024-48248,5789,2026-02-02 13:16:42.882190
Zyxel,Zyxel DX5401-B0,True,True,0,0.0,68,28,27,{},CVE-2023-28770,5866,2026-02-02 13:16:42.816559
metersphere,metersphere,True,True,0,0.0,17,9,17,{},CVE-2023-25573,10478,2026-01-24 02:10:29.384886
Apache,Airflow,True,True,0,0.0,0,0,49,{},CVE-2022-24288,233,2025-09-07 12:44:00.604389
Zyxel,nan,True,True,0,0.0,193,457,385,{},CVE-2023-28771,426198,2026-01-07 02:12:33.090856
FlowiseAI,Flowise,True,True,0,0.0,5,25,25,{},CVE-2024-8181,10887,2026-02-07 13:05:04.235423
APsystems,Altenergy Power Control Software,True,True,0,0.0,1,43,21,{},CVE-2024-11305,11588,2025-12-16 13:00:01.499472
Adobe,ColdFusion,True,True,0,0.0,4,11,22,{},CVE-2024-20767,8986,2026-02-02 13:16:42.801373
Stirling Tools,Stirling-PDF,True,True,0,0.0,29,29,37,{},CVE-2025-55161,858,2026-01-20 13:06:03.909184
Homebrew Computer Company,Jan,True,True,0,0.0,56,29,21,{},CVE-2024-36858,8018,2026-02-02 13:16:42.804985
Tenda,Tenda 03V2,True,True,0,0.0,342,346,339,{},CVE-2025-7414,14703,2026-01-07 02:12:33.191307
Navidrome,Navidrome,True,True,0,0.0,0,1,3,{},CVE-2025-27112,106,2026-01-08 13:01:16.134144
Grafana,Grafana,True,True,0,0.0,0,3,20,{},CVE-2025-3415,448,2025-12-30 02:10:47.323259
Citrix,Citrix NetScaler ADC and NetScaler Gateway,True,True,0,0.0,2,2,2,{},CVE-2025-6543,16,2025-10-29 12:58:20.254638
Beijing NetGuard Nebula Information Technology,Leadsec VPN,True,True,0,0.0,3,13,13,{},CVE-2025-34047,68,2026-01-24 02:10:29.298348
Jenkins,Jenkins,True,True,0,0.0,0,8,13,{},CVE-2025-59474,157,2026-01-27 13:06:28.039611
Langflow,Langflow,True,True,0,0.0,30,19,53,{},CVE-2025-3248,25790,2026-02-06 13:16:16.284773
David Strutz,bootstrap-multiselect,True,True,0,0.0,2,2,24,{},CVE-2025-47204,549,2026-01-27 13:06:27.995807
Invision Power Services,Invision Community,True,True,0,0.0,31,16,50,{},CVE-2025-47916,6166,2026-02-06 13:16:16.360408
Microsoft,SharePoint,True,True,0,0.0,736,365,284,{},CVE-2025-53770,22989,2026-02-02 13:16:42.933782
Wordpress,Wordpress Google XML Sitemap Generator plugin,True,True,0,0.0,8,6,25,{},CVE-2022-0346,11633,2026-01-24 02:10:29.265337
Terramaster,TOS,True,True,0,0.0,6,69,82,{},CVE-2022-24990,20443,2026-02-08 13:05:44.080050
Moodle,Moodle,True,True,0,0.0,4,4,31,{},CVE-2022-35653,8754,2026-01-07 02:12:33.245239
ChanCMS,ChanCMS,True,True,0,0.0,1,1,1,{},CVE-2025-10211,0,2026-02-02 13:16:42.827094
Karel,Karel IP Phone IP1211,True,True,0,0.0,2,14,14,{},CVE-2025-34023,50,2026-01-24 02:10:29.258133
Totolink,Totolink A950RG,True,True,0,0.0,0,0,106,{},CVE-2025-28036,303,2025-10-12 12:45:43.494336
OpenAPI Tools,OpenAPI Generator,True,True,0,0.0,15,16,25,{},CVE-2024-35219,6810,2026-02-02 13:16:42.865114
ipTIME,ipTIME A2004,True,True,0,0.0,2,4,15,{},CVE-2024-54764,528,2026-01-24 02:10:29.405655
Gradio,Gradio,True,True,0,0.0,20,12,31,{},CVE-2024-4325,6627,2026-01-24 02:10:29.211159
WebIQ,WebIQ,True,True,0,0.0,1,3,30,{},CVE-2024-8752,5227,2026-01-18 12:54:10.873465
Cacti,Cacti,True,True,0,0.0,6,6,82,{},CVE-2022-46169,36224,2025-12-04 12:59:17.472320
Sitecore,"Sitecore Experience Manager (XM), Experience Platform (XP), Experience Commerce (XC)",True,True,0,0.0,2,25,28,{},CVE-2025-34509,218,2026-01-27 13:06:28.037837
i3Geo,i3Geo,True,True,0,0.0,0,0,51,{},CVE-2022-32409,244,2025-09-07 12:44:00.478137
H3C,H3C GR3200,True,True,0,0.0,22,11,18,{},CVE-2022-36509,12251,2026-01-24 02:10:29.340077
Wordpress,Wordpress RSVPMaker plugin,True,True,0,0.0,6,7,17,{},CVE-2022-1768,10370,2026-02-02 13:16:42.892522
Wazuh,Wazuh,True,True,0,0.0,0,381,193,{},CVE-2025-24016,5749,2026-02-02 13:16:42.814448
Ivanti,Avalanche,True,True,0,0.0,37,22,26,{},CVE-2024-38653,7290,2026-01-24 02:10:29.248140
FileMage,FileMage Gateway,True,True,0,0.0,52,22,21,{},CVE-2023-39026,4806,2026-02-02 13:16:42.850280
Apache,Spark,True,True,0,0.0,38,152,160,{},CVE-2022-33891,10421,2026-02-02 13:16:42.884837
GeoVision,GeoVision multiple EOL products,True,True,0,0.0,0,33,64,{},CVE-2024-11120,2300,2026-01-15 13:01:04.276175
Gargoyle,Gargoyle Router,True,True,0,0.0,265,265,265,{},CVE-2015-10145,0,2026-02-02 13:16:42.825400
Kaseya,VSA,True,True,0,0.0,0,4,21,{},CVE-2015-2863,6559,2026-01-19 13:05:33.384129
"Open Source Matters, Inc/Joomla community",Joomla,False,False,0,,0,6,3,,CVE-2015-8562,0,2024-03-12 10:43:50.926597
WSO2,"WSO2 API Manager, WSO2 Identity Server, WSO2 Identity Server as Key Manager",True,True,0,0.0,10,6,26,{},CVE-2024-7097,7741,2025-12-24 12:56:38.794285
HashiCorp,Consul and Consul Enterprise,True,True,0,0.0,34,24,26,{},CVE-2022-29153,11867,2026-02-02 13:16:42.943937
Elastic,Elasticsearch,True,True,0,0.0,41,55,36,{},CVE-2015-1427,66424,2026-02-07 13:05:04.380460
Wordpress,Wordpress Directorist plugin,True,True,0,0.0,0,3,16,{},CVE-2022-2376,5004,2026-01-18 12:54:10.824915
Rebuild,Rebuild,True,True,0,0.0,0,0,17,{},CVE-2024-1021,473,2026-02-06 13:16:16.313041
ServiceNow,"Now Platform (Washington DC, Vancouver, and earlier releases)",True,True,0,0.0,0,6,2,{},CVE-2024-5217,1570,2025-12-30 12:58:50.781654
Wordpress,Wordpress Ditty plugin,True,True,0,0.0,14,19,16,{},CVE-2025-8085,163,2026-02-02 13:16:42.741384
F-Logic,DataCube3,True,True,0,0.0,0,0,80,{},CVE-2024-34854,376,2025-09-07 12:44:00.484046
Oracle,Oracle E-Business Suite,True,True,0,0.0,10,6,25,{},CVE-2016-0457,22124,2026-01-07 02:12:33.174346
Changsha SPON Communication Technology,SPON IP Network Broadcast System,True,True,0,0.0,1,2,3,{},CVE-2024-13982,38,2026-01-18 12:54:10.786028
Wordpress,Wordpress Debug Tool plugin,True,True,0,0.0,0,0,7,{},CVE-2024-10586,87,2025-10-24 12:54:46.719501
dirk1983,chatgpt,True,True,0,0.0,54,27,19,{},CVE-2024-27564,5091,2026-02-02 13:16:42.903115
NextChat (ChatGPT-Next-Web),NextChat (ChatGPT-Next-Web),True,True,0,0.0,57,28,82,{},CVE-2024-38514,11549,2026-01-20 13:06:03.847801
Fortinet,"FortiOS, FortiProxy, and FortiSwitchManager",True,True,0,0.0,3886,3391,4333,{},CVE-2022-40684,1657269,2026-02-08 13:05:44.180623
i7MEDIA,mojoPortal,True,True,0,0.0,4,4,16,{},CVE-2025-28367,391,2025-12-25 12:55:51.749293
WAVLINK,WAVLINK WL-WN531P3,True,True,0,0.0,0,0,84,{},CVE-2022-23900,395,2025-09-07 12:44:00.535002
Geoserver,Geoserver,True,True,0,0.0,1296,441,153,{},CVE-2025-30220,15078,2026-01-27 13:06:27.875129
Ivanti,"Ivanti Connect Secure, Policy Secure and Ivanti Neurons for ZTA",True,True,0,0.0,28,16,24,{},CVE-2024-21893,47160,2026-01-27 13:06:27.962245
Netis,Netis routers multiple models,True,True,0,0.0,6,25,69,{},CVE-2024-48455,13876,2026-02-07 13:05:04.183803
Palo Alto Networks,Palo Alto Networks Expedition,True,True,0,0.0,26,31,26,{},CVE-2024-9465,7649,2026-02-02 13:16:42.776422
Fortinet,FortiOS and FortiProxy,True,True,0,0.0,0,0,9,{},CVE-2024-21762,186,2026-01-10 02:09:33.574621
Alkacon,OpenCms,True,True,0,0.0,31,13,23,{},CVE-2023-42344,10163,2026-01-24 02:10:29.393566
Totolink,Totolink N600R,True,True,0,0.0,0,0,103,{},CVE-2022-28907,296,2025-10-12 12:45:43.494961
Citrix,Citrix Session Recording,True,True,0,0.0,0,0,7,{},CVE-2023-6184,64,2025-10-20 02:05:45.118293
VMware,Workspace ONE Access and Identity Manager,True,True,0,0.0,5,6,217,{},CVE-2022-22954,31749,2026-01-24 02:10:29.325883
FastAdmin,FastAdmin,True,True,0,0.0,5,4,16,{},CVE-2024-7928,4500,2026-01-24 02:10:29.384469
QNAP,QNAP QTS and QuTS Hero,True,True,0,0.0,0,0,600,{},CVE-2023-50358,15985,2026-01-27 13:06:27.941309
Check Point,Check Point Security Gateway,True,True,0,0.0,3150,1295,1770,{},CVE-2024-24919,665741,2026-02-08 13:05:44.066037
Atlassian,JIRA STAGIL Navigation for Jira - Menu & Themes plugin,True,True,0,0.0,52,18,111,{},CVE-2023-26255,15415,2026-02-02 13:16:42.755612
Wordpress,Wordpress Duplicator/Duplicator Pro plugin,True,True,0,0.0,109,45,37,{},CVE-2023-6114,26409,2026-02-02 13:16:42.738008
Wordpress,Wordpress Active Products Tables for WooCommerce,True,True,0,0.0,5,4,18,{},CVE-2022-1916,6467,2026-01-07 13:00:46.955613
CuppaCMS,CuppaCMS,True,True,0,0.0,7,4,24,{},CVE-2022-25486,9917,2026-01-07 02:12:33.206995
Wordpress,Wordpress Registration Forms plugin,True,True,0,0.0,0,4,19,{},CVE-2023-0552,4835,2026-01-18 12:54:10.761298
RAISECOM,"RAISECOM MSG1200, MSG2100E, MSG2200 and MSG2300",True,True,0,0.0,10,6,25,{},CVE-2024-7120,13373,2026-01-05 02:29:32.100872
ReadtoMyShoe,ReadtoMyShoe,True,True,0,0.0,1,3,21,{},CVE-2023-27587,4221,2026-01-19 13:05:33.414263
Apache,HugeGraph,True,True,0,0.0,253,96,41,{},CVE-2024-27348,7882,2026-02-06 13:16:16.403193
IBAX,go-ibax,True,True,0,0.0,1,18,17,{},CVE-2022-3801,9996,2026-02-06 13:16:16.351527
Totolink,Totolink A3300R,True,True,0,0.0,0,0,59,{},CVE-2024-24328,353,2025-05-14 12:52:06.399727
SolarWinds,SolarWinds Security Event Manager,True,True,0,0.0,27,15,36,{},CVE-2024-0692,1453,2026-01-24 02:10:29.252550
Rocket.Chat,Rocket.Chat,True,True,0,0.0,10,17,21,{},CVE-2024-39713,5577,2026-02-02 13:16:42.801863
Odoo,Odoo,True,True,0,0.0,0,18,19,{},CVE-2023-1434,8286,2026-02-06 13:16:16.331950
Adobe,Adobe Commerce (Magento),False,True,0,,0,2,15,,CVE-2022-24086,0,2024-03-12 10:43:50.942002
Wordpress,Wordpress Extensive VC Addons for WPBakery page builder plugin,True,True,0,0.0,26,13,20,{},CVE-2023-0159,1321,2026-01-24 02:10:29.306302
Qianxin,TianQing Management Center,True,True,0,0.0,0,0,14,{},CVE-2024-13984,28,2026-01-24 02:10:29.209038
Microweber,Microweber,True,True,0,0.0,5,6,21,{},CVE-2022-1439,16048,2026-01-07 13:00:46.924609
Anyscale,Ray,True,True,0,0.0,610,1016,407,{},CVE-2023-48022,16806,2026-02-02 13:16:42.924278
AVTECH,AVTECH IP camera,True,True,0,0.0,22,12,25,{},CVE-2024-7029,10584,2026-01-24 02:10:29.257284
Linear,eMerge E3-Series,True,True,0,0.0,5,6,33,{},CVE-2022-46381,12833,2026-01-07 13:00:46.993685
Linksys,Linksys RE7000,True,True,0,0.0,8,5,27,{},CVE-2024-25852,5462,2026-01-24 02:10:29.199564
Ruckus,Ruckus Wireless Admin,True,True,0,0.0,1,1,28,{},CVE-2023-25717,390,2025-06-24 12:54:48.744665
Homebrew Computer Company,Jan,True,True,0,0.0,52,27,21,{},CVE-2024-36857,7835,2026-02-02 13:16:42.815281
Wordpress,Wordpress Backup Migration plugin,True,True,0,0.0,0,4,23,{},CVE-2023-6553,167,2025-12-17 12:59:56.283190
Icinga,Icinga Web 2,True,True,0,0.0,55,37,15,{},CVE-2022-24716,5528,2026-02-02 13:16:42.839109
NETGEAR,NETGEAR devices with FunJSQ,True,True,0,0.0,297,285,285,{},CVE-2022-40619,565,2026-02-06 13:16:16.343021
JetBrains,TeamCity,True,True,0,0.0,94,44,834,{},CVE-2024-27199,131047,2026-02-02 13:16:42.887173
CyberPanel,CyberPanel,True,True,0,0.0,66,45,20,{},CVE-2024-32739,2228,2026-02-02 13:16:42.810265
F-Logic,DataCube3,True,True,0,0.0,22,12,27,{},CVE-2024-31750,6816,2026-01-20 13:06:03.859521
Ivanti,Ivanti Secure Connect and Policy Secure,True,True,0,0.0,929,219,174,{},CVE-2023-46805,39356,2026-02-08 13:05:44.044967
QNAP,"QNAP QTS, QuTSCloud, QuTS Hero",True,True,0,0.0,0,8,8,{},CVE-2024-27130,12,2024-09-01 12:01:11.467420
